original_row_index,churn_probability,true_churn
2585,0.3340945,0
5238,0.7646046,0
2104,0.46235162,0
1795,0.49784815,1
250,0.5661929,1
3859,0.2370999,0
2464,0.21934511,0
1988,0.740899,0
1719,0.7927896,1
63,0.75845146,1
654,0.84081167,1
784,0.6786545,1
2070,0.06607848,0
3180,0.69018096,0
224,0.79581773,1
931,0.82030004,1
6482,0.013034898,0
1471,0.59652776,1
4659,0.64226085,0
2226,0.119422115,0
6868,0.056663044,0
6598,0.16482773,0
4652,0.011442931,0
6688,0.795453,0
4072,0.042084545,0
2849,0.04727739,0
3169,0.22529551,0
4570,0.1325866,0
1848,0.8610552,1
5966,0.47355455,0
3278,0.12422055,0
268,0.71991265,1
6677,0.5558967,0
6154,0.59915453,0
5592,0.5069406,0
1853,0.866318,1
464,0.90605426,1
5613,0.034673136,0
3454,0.016908705,0
6337,0.019541208,0
1358,0.74361014,1
2928,0.13614276,0
6756,0.26797095,0
1808,0.8538974,1
1923,0.073130876,0
135,0.8291448,1
1933,0.90700257,0
5375,0.0952853,0
1378,0.13524097,1
493,0.63264394,1
6776,0.3245761,0
4942,0.0971793,0
2029,0.013927739,0
6003,0.31176856,0
2791,0.27237323,0
1253,0.56855214,1
3350,0.15426973,0
2938,0.46884394,0
4407,0.009782217,0
2233,0.060775485,0
1756,0.9172509,1
1070,0.5897871,1
5831,0.16749242,0
809,0.8900666,1
1029,0.79128313,1
5290,0.011776649,0
2204,0.09107337,0
1625,0.3317371,1
6781,0.07260225,0
978,0.9093663,1
315,0.7339735,1
4030,0.8979065,0
1044,0.92965776,1
1885,0.08415368,0
1475,0.70695597,1
5305,0.018441025,0
2666,0.824058,0
3661,0.41364214,0
6402,0.04460226,0
2438,0.12934448,0
1129,0.103196494,1
2540,0.38586807,0
5869,0.0128104035,0
2557,0.80837107,0
4646,0.13117908,0
6789,0.24492115,0
2371,0.014801287,0
6365,0.5949391,0
4354,0.45065978,0
731,0.9191175,1
1339,0.86941695,1
244,0.21244334,1
1336,0.60711116,1
2406,0.56253505,0
958,0.36620066,1
1447,0.8001773,1
446,0.8823963,1
2264,0.011628516,0
3710,0.03634968,0
2214,0.3653535,0
2189,0.6968344,0
3548,0.05471066,0
3626,0.13285379,0
5196,0.1174122,0
4074,0.009904332,0
3222,0.8503633,0
4358,0.012170102,0
5451,0.33594993,0
4543,0.6573575,0
5896,0.29051667,0
5071,0.41915196,0
5156,0.34188327,0
2797,0.77148354,0
6477,0.28712374,0
1986,0.19278835,0
4468,0.034628626,0
1018,0.80159974,1
4112,0.15111704,0
3951,0.103814535,0
5,0.5111447,1
194,0.7347632,1
1743,0.4432812,1
4807,0.12450404,0
2653,0.37003878,0
6545,0.3134173,0
3837,0.4705895,0
6551,0.76081973,0
1514,0.84367913,1
6420,0.5611911,0
1182,0.049218588,1
3869,0.6206793,0
4577,0.6663353,0
6527,0.02939152,0
3838,0.028381174,0
4616,0.10597489,0
1106,0.8800055,1
6027,0.069499485,0
220,0.32081,1
5355,0.1720335,0
4134,0.3271651,0
3201,0.12741151,0
3853,0.5947989,0
6060,0.7091729,0
5719,0.12035893,0
4593,0.18266776,0
2723,0.019533142,0
5975,0.4318555,0
6923,0.0615794,0
6665,0.042880986,0
26,0.18022935,1
3723,0.050422765,0
3500,0.0980478,0
719,0.9113333,1
2684,0.86179835,0
2149,0.7449394,0
370,0.8940633,1
1676,0.6748012,1
6909,0.11061626,0
6015,0.597632,0
1553,0.43784136,1
2788,0.81132424,0
6301,0.18050793,0
6232,0.059308343,0
6229,0.0098037375,0
5236,0.25300524,0
3339,0.78886396,0
3717,0.040911358,0
6738,0.58195317,0
2934,0.70714176,0
4693,0.16867687,0
1481,0.86717314,1
791,0.69151807,1
2715,0.47284192,0
115,0.5093322,1
4989,0.012584007,0
4481,0.91909814,0
6613,0.80817807,0
810,0.8348371,1
4482,0.047537178,0
6904,0.25495708,0
6761,0.016798945,0
3908,0.101036884,0
964,0.8979065,1
5513,0.55442685,0
4318,0.58385175,0
1314,0.859609,1
902,0.4080024,1
164,0.28140453,1
3712,0.898038,0
4979,0.0374427,0
6075,0.06862483,0
753,0.90658635,1
4155,0.11425862,0
3895,0.05937471,0
5399,0.05741375,0
7028,0.5749648,0
4073,0.024224984,0
4490,0.09926527,0
5021,0.6669394,0
1003,0.23441856,1
857,0.6292334,1
1995,0.12524201,0
3991,0.75260866,0
3010,0.049200937,0
1570,0.92120934,1
6572,0.6334367,0
4920,0.71444863,0
6938,0.1036251,0
6992,0.58768684,0
5860,0.19574134,0
5604,0.13652061,0
2568,0.2100471,0
5644,0.80097556,0
1028,0.9012874,1
4373,0.17032331,0
3828,0.6725149,0
988,0.8869607,1
5364,0.81268644,0
1674,0.59290177,1
5111,0.21815333,0
4025,0.1376355,0
5986,0.066336624,0
3151,0.19541353,0
2515,0.10245512,0
2393,0.13419978,0
1027,0.66181505,1
2823,0.113337405,0
3770,0.01897391,0
3924,0.6745769,0
3181,0.3604457,0
713,0.88662523,1
4862,0.36468884,0
3038,0.045001473,0
5959,0.24986972,0
3588,0.06817242,0
2171,0.04280371,0
803,0.85379124,1
1994,0.10706672,0
1011,0.29079914,1
961,0.6817631,1
4643,0.5986991,0
1778,0.5304847,1
4010,0.044136375,0
6819,0.5837166,0
5016,0.043812174,0
4415,0.0373221,0
6920,0.1772979,0
4655,0.06463198,0
3800,0.7142261,0
3256,0.37151915,0
4088,0.108442165,0
6416,0.05847454,0
4572,0.49606135,0
5441,0.51006776,0
2683,0.1282031,0
1510,0.90832347,1
3602,0.89066774,0
6019,0.10652142,0
655,0.8755828,1
5341,0.77992254,0
12,0.3063745,1
3329,0.060921267,0
2324,0.3644652,0
3562,0.17638451,0
6859,0.15487917,0
5512,0.03194618,0
2504,0.043883115,0
4614,0.30055702,0
29,0.2597245,1
5130,0.09205237,0
1212,0.87317127,1
926,0.736445,1
783,0.7979103,1
4747,0.6786413,0
5465,0.037028104,0
1016,0.83720005,1
2066,0.70198244,0
5466,0.027696718,0
6941,0.15882677,0
2012,0.061493177,0
6444,0.026259487,0
4313,0.58393615,0
3198,0.12174355,0
883,0.15753841,1
2987,0.5283061,0
5149,0.018935671,0
1286,0.6628413,1
4266,0.021316927,0
4083,0.09724264,0
574,0.8689268,1
6744,0.17691003,0
1073,0.24124295,1
6760,0.05328328,0
4607,0.027086783,0
4783,0.68771946,0
2542,0.12038978,0
1279,0.6460609,1
1967,0.5897871,0
977,0.71815026,1
4956,0.05693089,0
5723,0.5084108,0
4599,0.03328594,0
1390,0.30820972,1
4827,0.16434316,0
6648,0.10033887,0
3505,0.18080157,0
5862,0.583075,0
773,0.5065376,1
6012,0.68126553,0
6705,0.09879035,0
6600,0.02011851,0
4800,0.012840837,0
3265,0.32015696,0
5782,0.33248267,0
98,0.9205829,1
4254,0.38840657,0
1618,0.47611287,1
1340,0.45152897,1
2075,0.4698199,0
4767,0.50059247,0
5578,0.5478601,0
3764,0.09383319,0
1698,0.82030004,1
3679,0.8238884,0
1272,0.8530494,1
4380,0.06544389,0
5081,0.61235344,0
3177,0.2055486,0
3725,0.33520734,0
4780,0.61244947,0
2408,0.67214835,0
4341,0.8872162,0
303,0.48865458,1
5289,0.35981095,0
3123,0.5820897,0
3685,0.35603765,0
875,0.82030004,1
5666,0.03945618,0
533,0.7372827,1
2069,0.1145297,0
2763,0.8230535,0
3910,0.08391041,0
4683,0.6856067,0
3756,0.012518339,0
5646,0.15518312,0
5204,0.45415407,0
477,0.77571267,1
4604,0.057070713,0
2691,0.7781358,0
807,0.8210717,1
1549,0.35986823,1
6282,0.37336233,0
923,0.4168101,1
1213,0.9048966,1
5631,0.12306548,0
7027,0.7650552,0
1148,0.8071522,1
7002,0.036586355,0
5876,0.45339754,0
6725,0.53435546,0
6166,0.08115108,0
3474,0.32475045,0
3071,0.8218459,0
1161,0.80159974,1
5926,0.16701636,0
1555,0.30583122,1
7012,0.074992,0
489,0.75393367,1
4888,0.06592722,0
5838,0.50436616,0
6361,0.6001365,0
5266,0.59491074,0
3948,0.15739737,0
757,0.14455447,1
5376,0.2108748,0
4201,0.52625453,0
4147,0.01676288,0
2288,0.5707823,0
2394,0.6822412,0
6130,0.056440853,0
4130,0.72524107,0
4564,0.012150323,0
1538,0.9096533,1
2825,0.0912409,0
3734,0.04188243,0
6550,0.87317127,0
3532,0.039472956,0
4550,0.75281984,0
6419,0.42061198,0
1225,0.9005067,1
1198,0.83382946,1
1083,0.7859706,1
893,0.81832,1
589,0.17050928,1
6213,0.91480666,0
3688,0.014181904,0
1859,0.84280545,1
3504,0.044437002,0
4069,0.6625863,0
2253,0.7853993,0
1139,0.8526598,1
6980,0.30445802,0
418,0.85383326,1
3768,0.026711205,0
428,0.6953207,1
4059,0.22591838,0
6712,0.012227417,0
3930,0.10410856,0
1817,0.6680586,1
4426,0.64958715,0
6511,0.05832804,0
2392,0.041134447,0
5331,0.015811682,0
6033,0.40320504,0
4548,0.5664855,0
6011,0.8689268,0
6515,0.019473571,0
5635,0.49279496,0
4195,0.7796878,0
6976,0.44516408,0
3918,0.45672953,0
1164,0.82030004,1
1685,0.738061,1
6467,0.48598948,0
2154,0.3991531,0
3844,0.09465935,0
3939,0.066702425,0
5898,0.2618782,0
6302,0.057555195,0
1671,0.86980903,1
3187,0.45521247,0
4630,0.65401787,0
3593,0.2634232,0
5939,0.016445553,0
837,0.38790914,1
3997,0.8317528,0
3466,0.72150004,0
4845,0.90905446,0
1325,0.60518813,1
1086,0.54687566,1
5317,0.04955165,0
5687,0.48332033,0
4602,0.6814737,0
3929,0.70961905,0
6989,0.4008829,0
3799,0.1143323,0
5936,0.18017851,0
1169,0.70490026,1
2514,0.024189774,0
1130,0.7860566,1
4677,0.045506623,0
3628,0.11536964,0
4741,0.74094695,0
4371,0.039366137,0
3950,0.54039025,0
4738,0.019080235,0
2591,0.28812766,0
2951,0.2118299,0
2643,0.17772219,0
5242,0.12547676,0
2991,0.55817497,0
825,0.5897871,1
6605,0.017516268,0
5193,0.06893406,0
3369,0.69439065,0
5260,0.33229867,0
1235,0.5936088,1
3023,0.09767131,0
5088,0.10126477,0
3866,0.75393367,0
2059,0.38710102,0
5430,0.30548686,0
5194,0.060233586,0
4993,0.07314314,0
4586,0.21934544,0
3907,0.5310314,0
362,0.90001696,1
2860,0.5453058,0
6413,0.0444138,0
3314,0.08668749,0
2929,0.50397223,0
2950,0.3646037,0
1845,0.7890943,1
3675,0.092489354,0
3494,0.3594883,0
6369,0.015353328,0
2853,0.16096479,0
638,0.5288085,1
6565,0.13809812,0
2260,0.028092977,0
6167,0.8689268,0
981,0.4440303,1
4408,0.03801167,0
6151,0.025269084,0
6846,0.026850991,0
4923,0.75650984,0
4049,0.13594608,0
5812,0.010889223,0
354,0.83000845,1
5217,0.02180201,0
238,0.8012048,1
6604,0.011755503,0
4938,0.009050084,0
1517,0.7075724,1
2485,0.110876344,0
5448,0.39820036,0
1546,0.7491962,1
6123,0.52796775,0
1170,0.85522634,1
6845,0.67856544,0
3253,0.09764874,0
1903,0.07723424,0
3517,0.3320053,0
3671,0.28289858,0
4442,0.49708197,0
4760,0.79429394,0
6876,0.5940135,0
6800,0.053140227,0
5469,0.16340801,0
2747,0.28077284,0
1262,0.6630622,1
5856,0.02103847,0
5120,0.100814715,0
5199,0.10318354,0
4232,0.8285598,0
1534,0.9135426,1
5105,0.6570072,0
2741,0.74316967,0
6763,0.044771582,0
2431,0.115562096,0
1868,0.87848175,1
5039,0.12795264,0
886,0.9425581,1
2720,0.44058472,0
5570,0.85108596,0
1356,0.77313495,1
4514,0.17899127,0
6555,0.3130757,0
4393,0.014123669,0
5720,0.58739567,0
4765,0.05093577,0
1147,0.081707284,1
1468,0.26611766,1
601,0.70767707,1
5060,0.7981017,0
5254,0.01828152,0
4637,0.662189,0
2281,0.01365069,0
5883,0.7654025,0
3024,0.64500135,0
4029,0.24553216,0
1203,0.924404,1
3813,0.06937755,0
3145,0.08105978,0
5153,0.75393367,0
3144,0.5085149,0
6391,0.021607136,0
2336,0.38802648,0
652,0.9158618,1
571,0.856396,1
808,0.90956885,1
4757,0.698004,0
1732,0.7543704,1
5010,0.08111605,0
5055,0.10429885,0
5599,0.8465194,0
2033,0.045997668,0
4255,0.06828177,0
2071,0.74464774,0
18,0.659492,1
2206,0.14088362,0
5446,0.031188235,0
6713,0.02089097,0
4231,0.15374835,0
3934,0.5770842,0
129,0.880818,1
5852,0.016611412,0
778,0.660408,1
2592,0.039393455,0
797,0.6428396,1
1827,0.9283082,1
725,0.74618673,1
5046,0.591484,0
1260,0.22495525,1
3112,0.053676054,0
6094,0.016129095,0
5097,0.02420691,0
1767,0.22004749,1
162,0.78893715,1
3886,0.5299247,0
1268,0.69140935,1
6343,0.7303264,0
555,0.7501899,1
1357,0.7320985,1
6925,0.7775537,0
5313,0.016650653,0
3722,0.023947874,0
1405,0.7396726,1
6417,0.008178556,0
71,0.7807837,1
1774,0.81054187,1
365,0.7835225,1
1424,0.7220805,1
4878,0.3738389,0
2030,0.114551,0
367,0.7700416,1
1681,0.93051714,1
5759,0.013785974,0
4825,0.16673179,0
3555,0.05855381,0
3121,0.11087485,0
2058,0.39691928,0
6590,0.084821016,0
5948,0.78450423,0
6493,0.8057368,0
1216,0.66797566,1
6047,0.23062538,0
684,0.9321379,1
4106,0.16149266,0
2002,0.25371915,0
297,0.8280681,1
3925,0.3911914,0
5367,0.1128288,0
383,0.58739567,1
2914,0.75099164,0
1999,0.18952861,0
6193,0.17280307,0
3397,0.07232789,0
193,0.6843365,1
6546,0.57388073,0
282,0.9123705,1
6057,0.27405456,0
5245,0.6965385,0
4312,0.71482456,0
2897,0.5713571,0
2835,0.43890193,0
5716,0.013416939,0
5315,0.18150173,0
6615,0.21621434,0
145,0.89374346,1
2346,0.3612625,0
2881,0.039960913,0
460,0.66450083,1
4437,0.46864238,0
6768,0.13849388,0
3442,0.22761849,0
2768,0.0118225375,0
1307,0.50094044,1
6249,0.42374295,0
3851,0.48465857,0
3556,0.77571267,0
3839,0.36675647,0
6780,0.020316767,0
462,0.83768475,1
3916,0.27650625,0
4131,0.82030004,0
4425,0.09363414,0
2582,0.8327509,0
257,0.73798317,1
422,0.76664805,1
5320,0.042604107,0
2357,0.013688596,0
4434,0.70098776,0
1818,0.9370419,1
3364,0.89542705,0
277,0.73163193,1
770,0.786813,1
5588,0.78655386,0
5371,0.10699668,0
6720,0.075362496,0
2819,0.012075393,0
1310,0.76618797,1
5890,0.07986286,0
5309,0.5361345,0
5183,0.59485936,0
33,0.745126,1
5632,0.040157996,0
6630,0.6528413,0
691,0.78263867,1
2094,0.09707403,0
3565,0.030352939,0
5025,0.013369407,0
5514,0.13114983,0
6357,0.33949676,0
6383,0.3707413,0
2828,0.6491228,0
6945,0.014332207,0
3160,0.10535998,0
3035,0.39400658,0
1532,0.3528363,1
3663,0.10808778,0
6537,0.72613114,0
1599,0.7695005,1
2764,0.34240603,0
456,0.8979065,1
4462,0.2432784,0
440,0.67075896,1
6178,0.5986991,0
6103,0.056185853,0
1609,0.8285598,1
4926,0.1868764,0
641,0.9176731,1
2110,0.074674964,0
6671,0.15307581,0
4466,0.10957719,0
6646,0.51111543,0
2244,0.0777951,0
2696,0.09115861,0
6055,0.30075473,0
490,0.82891357,1
5976,0.10251473,0
3450,0.7804071,0
380,0.8138568,1
5225,0.7226076,0
5794,0.14691485,0
3217,0.009798179,0
1657,0.85383326,1
3398,0.1737865,0
949,0.36841768,1
140,0.6336243,1
6403,0.24421576,0
6995,0.4809704,0
5556,0.5466256,0
3514,0.115245886,0
1935,0.05813858,0
3183,0.36737135,0
170,0.55649495,1
4730,0.86717314,0
570,0.8127699,1
6054,0.13196936,0
11,0.6013285,1
453,0.8984796,1
