Count,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Total Frequency,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV_final,CLTV,Churn Reason
1,90041,Male,0,0,1,34,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,0,6,106.35,3549.25,Yes,1,65,3615.8999999999996,3615.8999999999996,Competitor offered higher download speeds
1,90042,Female,0,0,1,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,1,5,97.85,1105.4,Yes,1,70,1076.35,1076.35,Competitor offered more data
1,90056,Female,0,0,1,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,0,2,80.65,144.15,Yes,1,90,161.3,161.3,Competitor offered more data
1,90061,Female,0,0,1,15,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,1,1,5,99.1,1426.4,Yes,1,82,1486.5,1486.5,Competitor offered more data
1,90063,Female,1,1,1,8,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,1,3,80.65,633.3,Yes,1,69,645.2,645.2,Competitor made better offer
1,90065,Male,1,0,1,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,0,4,95.45,1752.55,Yes,1,81,1718.1000000000001,1718.1000000000001,Competitor made better offer
1,90211,Female,0,0,1,9,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,0,4,94.4,857.25,Yes,1,96,849.6,849.6,Price too high
1,90255,Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,0,2,79.35,79.35,Yes,1,87,79.35,79.35,Product dissatisfaction
1,90262,Female,0,1,1,7,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,1,2,75.15,496.9,Yes,1,70,526.0500000000001,526.0500000000001,Service dissatisfaction
1,90292,Female,0,0,1,12,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,0,3,78.95,927.35,Yes,1,86,947.4000000000001,947.4000000000001,Lack of self-service on Website
1,90301,Male,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,0,1,21.05,113.85,Yes,1,66,105.25,105.25,Network reliability
1,90303,Female,1,1,1,25,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,0,5,98.5,2514.5,Yes,1,88,2462.5,2462.5,Limited range of services
1,90403,Male,0,1,0,68,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,1,7,110.0,7611.85,Yes,1,86,7480.0,7480.0,Lack of affordable download/upload speed
1,90504,Male,0,1,1,55,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,0,5,96.75,5238.9,Yes,1,75,5321.25,5321.25,Long distance charges
1,90602,Female,1,1,1,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,2,76.5,2868.15,Yes,1,67,2830.5,2830.5,Extra data charges
1,90606,Female,0,1,1,10,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,0,5,100.25,1064.65,Yes,1,87,1002.5,1002.5,Price too high
1,90631,Male,0,0,1,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,2,74.4,229.55,Yes,1,76,223.20000000000002,223.20000000000002,Product dissatisfaction
1,90660,Female,1,0,1,27,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,0,3,78.05,2135.5,Yes,1,95,2107.35,2107.35,Service dissatisfaction
1,90704,Female,0,1,0,25,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,1,5,58.6,1502.65,Yes,1,99,1465.0,1465.0,Lack of self-service on Website
1,90710,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,0,1,35.45,35.45,Yes,1,80,35.45,35.45,Network reliability
1,90712,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,0,1,44.35,81.25,Yes,1,76,88.7,88.7,Don't know
1,90720,Female,1,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,1,70.45,70.45,Yes,1,76,70.45,70.45,Don't know
1,90731,Female,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Month-to-month,0,0,5,71.15,563.65,Yes,1,66,569.2,569.2,Don't know
1,90745,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,0,1,45.65,45.65,Yes,1,73,45.65,45.65,Poor expertise of online support
1,90804,Male,0,0,1,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,0,4,95.0,655.5,Yes,1,94,665.0,665.0,Poor expertise of phone support
1,91001,Female,0,1,1,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,0,3,82.4,1592.35,Yes,1,86,1648.0,1648.0,Price too high
1,91016,Female,0,0,1,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,1,1,70.9,273,Yes,1,75,283.6,283.6,Product dissatisfaction
1,91024,Male,1,1,0,58,0,0,DSL,0,1,1,0,0,1,Month-to-month,1,0,3,45.3,2651.2,Yes,1,100,2627.3999999999996,2627.3999999999996,Service dissatisfaction
1,91042,Female,0,1,1,2,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,0,6,104.4,242.8,Yes,1,83,208.8,208.8,Lack of self-service on Website
1,91103,Female,0,1,0,53,1,0,Fiber optic,0,0,1,0,1,1,One year,1,1,4,94.85,5000.2,Yes,1,80,5027.049999999999,5027.049999999999,Network reliability
1,91106,Female,1,0,1,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,2,74.45,1145.7,Yes,1,99,1116.75,1116.75,Limited range of services
1,91107,Female,1,0,1,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,1,2,76.45,503.6,Yes,1,81,535.15,535.15,Lack of affordable download/upload speed
1,91202,Female,0,0,0,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,1,1,29.95,29.95,Yes,1,95,29.95,29.95,Long distance charges
1,91204,Male,0,0,1,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,1,3,84.5,662.65,Yes,1,86,676.0,676.0,Extra data charges
1,91206,Female,0,0,1,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,0,3,79.25,1111.65,Yes,1,73,1030.25,1030.25,Price too high
1,91207,Female,0,1,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,0,0,24.8,24.8,Yes,1,94,24.8,24.8,Product dissatisfaction
1,91304,Male,0,1,1,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,0,4,91.0,531,Yes,1,94,546.0,546.0,Service dissatisfaction
1,91345,Male,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,0,2,79.9,79.9,Yes,1,98,79.9,79.9,Lack of self-service on Website
1,91350,Female,0,0,1,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,0,6,106.6,1934.45,Yes,1,71,2025.3999999999999,2025.3999999999999,Network reliability
1,91352,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,1,1,46.0,84.5,Yes,1,76,92.0,92.0,Don't know
1,91381,Female,0,0,1,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,1,70.15,268.35,Yes,1,67,280.6,280.6,Don't know
1,91402,Male,0,1,0,4,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,0,2,50.05,179.35,Yes,1,82,200.2,200.2,Don't know
1,91411,Female,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,0,2,55.2,55.2,Yes,1,81,55.2,55.2,Poor expertise of online support
1,91504,Male,0,0,1,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,0,3,84.6,84.6,Yes,1,66,84.6,84.6,Poor expertise of phone support
1,91601,Male,0,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,0,3,54.4,114.1,Yes,1,81,108.8,108.8,Price too high
1,91605,Female,1,0,1,11,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,0,4,95.0,1120.3,Yes,1,85,1045.0,1045.0,Product dissatisfaction
1,91722,Male,1,0,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,0,2,74.4,1074.3,Yes,1,86,1116.0,1116.0,Service dissatisfaction
1,91723,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,0,2,48.55,48.55,Yes,1,77,48.55,48.55,Lack of self-service on Website
1,91731,Female,0,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,0,1,70.4,147.15,Yes,1,75,140.8,140.8,Network reliability
1,91732,Male,1,1,0,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,0,2,40.2,40.2,Yes,1,65,40.2,40.2,Limited range of services
1,91744,Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,1,1,44.6,80.55,Yes,1,99,89.2,89.2,Lack of affordable download/upload speed
1,91746,Male,1,0,0,3,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,0,2,41.15,132.2,Yes,1,96,123.44999999999999,123.44999999999999,Long distance charges
1,91748,Male,1,0,0,13,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,0,6,106.9,1364.3,Yes,1,84,1389.7,1389.7,Extra data charges
1,91762,Male,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,0,0,1,19.35,1099.6,Yes,1,83,1141.65,1141.65,Price too high
1,91764,Female,1,0,0,16,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,0,4,94.45,1511.2,Yes,1,81,1511.2,1511.2,Product dissatisfaction
1,91766,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,1,0,24.8,24.8,Yes,1,73,24.8,24.8,Service dissatisfaction
1,91768,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,0,1,70.6,70.6,Yes,1,69,70.6,70.6,Lack of self-service on Website
1,91770,Male,0,1,0,5,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,0,4,85.4,401.1,Yes,1,80,427.0,427.0,Network reliability
1,91773,Female,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,0,6,105.05,5624.85,Yes,1,65,5462.599999999999,5462.599999999999,Don't know
1,91791,Male,0,1,0,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,0,4,95.15,1779.95,Yes,1,68,1712.7,1712.7,Don't know
1,91803,Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,0,1,70.0,70,Yes,1,97,70.0,70.0,Don't know
1,91901,Male,1,0,0,8,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,0,2,74.5,606.55,Yes,1,80,596.0,596.0,Poor expertise of online support
1,91902,Male,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,1,1,44.85,435.4,Yes,1,83,448.5,448.5,Poor expertise of phone support
1,91905,Male,1,0,0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,2,76.1,1712.7,Yes,1,98,1826.3999999999999,1826.3999999999999,Price too high
1,91931,Female,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,0,2,73.6,73.6,Yes,1,80,73.6,73.6,Product dissatisfaction
1,91934,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,0,4,95.45,396.1,Yes,1,85,381.8,381.8,Service dissatisfaction
1,91948,Male,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,2,74.9,2303.35,Yes,1,69,2396.8,2396.8,Lack of self-service on Website
1,92004,Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,0,2,80.6,415.55,Yes,1,69,403.0,403.0,Network reliability
1,92009,Female,0,1,0,38,1,0,DSL,1,1,0,1,1,1,One year,0,1,6,80.3,3058.65,Yes,1,81,3051.4,3051.4,Limited range of services
1,92014,Male,1,1,0,24,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,0,4,93.15,2231.05,Yes,1,73,2235.6000000000004,2235.6000000000004,Lack of affordable download/upload speed
1,92020,Female,1,0,0,54,1,1,DSL,1,1,0,1,1,1,One year,0,1,7,82.45,4350.1,Yes,1,83,4452.3,4452.3,Long distance charges
1,92029,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,1,70.35,139.05,Yes,1,73,140.7,140.7,Extra data charges
1,92057,Female,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,2,73.85,511.25,Yes,1,67,516.9499999999999,516.9499999999999,Price too high
1,92059,Female,0,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,0,3,80.6,155.8,Yes,1,92,161.2,161.2,Product dissatisfaction
1,92060,Male,0,1,0,68,1,1,DSL,0,1,1,1,0,1,One year,1,1,6,75.8,5293.95,Yes,1,81,5154.4,5154.4,Service dissatisfaction
1,92061,Female,0,0,0,43,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,0,6,104.6,4759.85,Yes,1,91,4497.8,4497.8,Lack of self-service on Website
1,92066,Male,0,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,0,6,103.4,6603,Yes,1,98,6514.200000000001,6514.200000000001,Network reliability
1,92082,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,0,3,90.4,168.2,Yes,1,76,180.8,180.8,Don't know
1,92103,Male,0,1,0,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,1,4,84.8,371.9,Yes,1,73,339.2,339.2,Don't know
1,92104,Female,1,0,0,21,0,0,DSL,1,0,0,0,1,0,Month-to-month,1,0,2,41.9,840.1,Yes,1,97,879.9,879.9,Don't know
1,92105,Female,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,1,2,80.25,846,Yes,1,85,802.5,802.5,Poor expertise of online support
1,92108,Male,1,1,0,27,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,1,1,30.75,805.1,Yes,1,91,830.25,830.25,Poor expertise of phone support
1,92116,Male,0,0,0,5,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,1,4,96.5,492.55,Yes,1,98,482.5,482.5,Price too high
1,92122,Male,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,0,3,85.65,181.5,Yes,1,73,171.3,171.3,Product dissatisfaction
1,92129,Female,0,1,0,25,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,1,6,104.95,2566.5,Yes,1,66,2623.75,2623.75,Service dissatisfaction
1,92154,Male,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,0,2,50.65,50.65,Yes,1,76,50.65,50.65,Don't know
1,92201,Male,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,1,4,90.85,90.85,Yes,1,81,90.85,90.85,Network reliability
1,92210,Male,1,1,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,0,1,19.95,214.75,Yes,1,80,219.45,219.45,Limited range of services
1,92211,Female,1,1,0,55,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,0,4,85.45,4874.7,Yes,1,100,4699.75,4699.75,Lack of affordable download/upload speed
1,92240,Female,0,0,0,34,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,1,2,73.95,2524.45,Yes,1,94,2514.3,2514.3,Long distance charges
1,92250,Male,0,1,0,69,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,1,5,99.45,7007.6,Yes,1,80,6862.05,6862.05,Extra data charges
1,92257,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,0,1,19.9,19.9,Yes,1,92,19.9,19.9,Price too high
1,92258,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,0,1,19.6,19.6,Yes,1,95,19.6,19.6,Product dissatisfaction
1,92259,Male,1,0,0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,0,3,81.35,233.7,Yes,1,73,244.04999999999998,244.04999999999998,Service dissatisfaction
1,92273,Female,0,1,0,22,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,0,3,83.3,1845.9,Yes,1,88,1832.6,1832.6,Lack of self-service on Website
1,92274,Female,1,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,1,2,75.3,75.3,Yes,1,67,75.3,75.3,Network reliability
1,92301,Female,0,1,0,61,1,0,No,0,0,0,0,0,0,Month-to-month,1,0,1,19.4,1182.55,Yes,1,82,1183.3999999999999,1183.3999999999999,Don't know
1,92307,Male,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,1,1,45.4,518.9,Yes,1,68,544.8,544.8,Don't know
1,92325,Female,0,0,0,60,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,0,6,105.9,6396.45,Yes,1,84,6354.0,6354.0,Don't know
1,92327,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,0,1,69.55,69.55,Yes,1,73,69.55,69.55,Competitor had better devices
1,92338,Female,0,1,0,28,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,0,2,81.05,2227.1,Yes,1,98,2269.4,2269.4,Competitor had better devices
1,92356,Male,0,1,0,4,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,0,5,101.15,385.9,Yes,1,84,404.6,404.6,Competitor had better devices
1,92358,Male,0,0,0,7,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,0,5,99.8,673.25,Yes,1,98,698.6,698.6,Competitor had better devices
1,92371,Female,0,1,0,13,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,0,2,55.95,734.35,Yes,1,91,727.35,727.35,Competitor had better devices
1,92373,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,0,2,55.0,55,Yes,1,71,55.0,55.0,Competitor had better devices
1,92377,Female,0,1,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,0,2,74.7,74.7,Yes,1,80,74.7,74.7,Competitor had better devices
1,92382,Male,0,0,0,24,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,0,3,80.25,1861.5,Yes,1,77,1926.0,1926.0,Competitor had better devices
1,92389,Male,0,0,0,5,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,0,4,96.1,453.4,Yes,1,66,480.5,480.5,Competitor had better devices
1,92392,Female,0,0,0,15,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,1,69.0,994.8,Yes,1,73,1035.0,1035.0,Competitor had better devices
1,92397,Female,0,1,0,48,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,1,3,45.3,2145,Yes,1,65,2174.3999999999996,2174.3999999999996,Price too high
1,92401,Female,0,1,0,8,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,0,3,83.55,680.05,Yes,1,65,668.4,668.4,Product dissatisfaction
1,92410,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,2,74.35,74.35,Yes,1,93,74.35,74.35,Service dissatisfaction
1,92503,Female,0,1,0,2,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,0,2,74.4,139.4,Yes,1,77,148.8,148.8,Lack of self-service on Website
1,92506,Male,0,0,0,22,0,0,DSL,0,1,1,0,0,1,One year,1,1,3,43.75,903.6,Yes,1,66,962.5,962.5,Network reliability
1,92509,Female,1,0,0,5,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,0,1,28.45,131.05,Yes,1,89,142.25,142.25,Limited range of services
1,92518,Female,0,0,0,12,1,1,Fiber optic,1,1,1,0,0,1,Month-to-month,1,1,6,99.7,1238.45,Yes,1,76,1196.4,1196.4,Lack of affordable download/upload speed
1,92544,Female,1,0,0,20,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,0,5,94.1,1782.4,Yes,1,87,1882.0,1882.0,Long distance charges
1,92548,Male,0,1,0,2,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,0,4,94.2,167.5,Yes,1,72,188.4,188.4,Don't know
1,92549,Female,0,1,0,6,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,0,3,80.5,502.85,Yes,1,98,483.0,483.0,Price too high
1,92557,Female,1,1,0,5,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,0,2,74.35,334.8,Yes,1,82,371.75,371.75,Product dissatisfaction
1,92563,Male,0,0,0,40,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,1,6,104.8,4131.95,Yes,1,88,4192.0,4192.0,Service dissatisfaction
1,92571,Female,1,1,0,27,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,1,2,75.2,1929.35,Yes,1,99,2030.4,2030.4,Lack of self-service on Website
1,92586,Female,0,0,0,23,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,2,75.6,1758.6,Yes,1,81,1738.8,1738.8,Network reliability
1,92587,Male,0,1,0,34,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,0,5,100.05,3480,Yes,1,72,3401.7,3401.7,Don't know
1,92612,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,0,3,85.0,85,Yes,1,80,85.0,85.0,Don't know
1,92630,Male,0,0,0,10,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,1,3,86.05,834.1,Yes,1,85,860.5,860.5,Don't know
1,92646,Male,0,0,0,13,0,0,DSL,1,0,0,1,1,0,Month-to-month,1,1,3,45.55,597,Yes,1,74,592.15,592.15,Poor expertise of online support
1,92648,Male,0,1,0,39,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,0,3,86.3,3266,Yes,1,98,3365.7,3365.7,Poor expertise of phone support
1,92661,Male,0,0,0,32,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,1,3,80.35,2596.15,Yes,1,92,2571.2,2571.2,Competitor had better devices
1,92701,Female,0,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,0,5,100.25,3527.6,Yes,1,72,3508.75,3508.75,Competitor offered higher download speeds
1,92707,Male,0,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,One year,0,1,5,100.3,5614.45,Yes,1,67,5616.8,5616.8,Competitor offered more data
1,92805,Female,0,1,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,0,1,19.0,233.55,Yes,1,72,228.0,228.0,Competitor made better offer
1,92806,Female,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,0,2,75.3,75.3,Yes,1,87,75.3,75.3,Competitor had better devices
1,92807,Female,1,0,0,4,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,0,4,89.2,346.2,Yes,1,74,356.8,356.8,Competitor had better devices
1,92823,Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,0,3,85.7,85.7,Yes,1,66,85.7,85.7,Competitor offered higher download speeds
1,92860,Female,0,0,0,12,1,1,DSL,1,0,1,1,0,0,Month-to-month,1,0,5,61.65,713.75,Yes,1,67,739.8,739.8,Competitor offered higher download speeds
1,92887,Female,1,1,0,65,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,0,1,6,105.25,6786.4,Yes,1,91,6841.25,6841.25,Competitor offered higher download speeds
1,93001,Male,0,1,0,9,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,0,1,29.95,248.95,Yes,1,83,269.55,269.55,Competitor offered more data
1,93003,Female,0,1,0,9,1,0,DSL,1,1,1,1,0,0,Month-to-month,0,0,5,65.0,663.05,Yes,1,76,585.0,585.0,Competitor offered more data
1,93041,Female,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,1,1,20.0,137.6,Yes,1,100,140.0,140.0,Competitor offered more data
1,93067,Male,1,1,0,49,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,1,4,90.05,4547.25,Yes,1,96,4412.45,4412.45,Competitor made better offer
1,93101,Male,1,1,0,43,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,1,7,110.75,4687.9,Yes,1,65,4762.25,4762.25,Competitor made better offer
1,93110,Female,0,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,0,6,105.5,6985.65,Yes,1,89,6857.5,6857.5,Competitor had better devices
1,93201,Male,1,1,0,56,1,1,Fiber optic,1,0,1,0,1,1,One year,1,1,6,104.55,5794.65,Yes,1,91,5854.8,5854.8,Competitor offered higher download speeds
1,93202,Male,0,1,0,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,0,3,85.25,855.3,Yes,1,75,852.5,852.5,Competitor offered more data
1,93204,Female,0,1,0,43,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,0,2,56.15,2499.3,Yes,1,65,2414.45,2414.45,Don't know
1,93205,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,0,3,89.55,89.55,Yes,1,99,89.55,89.55,Competitor had better devices
1,93208,Male,1,1,0,20,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,0,4,94.55,1899.65,Yes,1,84,1891.0,1891.0,Competitor had better devices
